""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2D-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2D-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-30"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV2D-30"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV1D-12"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV1D-12"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV1D-12"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV1D-12"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV1D-12"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGKV1D-12"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HYAL3"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"HYAL3"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HYAL3"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"HYAL3"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HYAL3"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"HYAL3"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"PRDX1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"TDPX2"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"PRDX1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"TDPX2"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"PRDX1"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"TDPX2"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"CLEC6A"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"CLEC6A"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"CLEC6A"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"CLEC6A"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"CLEC6A"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"CLEC6A"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"SLX1B"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"SLX1B"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"SLX1B"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"SLX1B"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"SLX1B"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"SLX1B"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ICAM5"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"ICAM5"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ICAM5"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"ICAM5"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ICAM5"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"ICAM5"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV6-57"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV6-57"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV6-57"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV6-57"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV6-57"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV6-57"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV1-47"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV1-47"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV1-47"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV1-47"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV1-47"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV1-47"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV7-43"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV7-43"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV7-43"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV7-43"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV7-43"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV7-43"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV3-25"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV3-25"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV3-25"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV3-25"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGLV3-25"	"gene expression"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"1"	"276"	"IGLV3-25"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ORC1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"ORC1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ORC1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"ORC1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"ORC1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"ORC1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"MIR3671"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"MIR3671"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"MIR3671"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"MIR3671"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"MIR3671"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"MIR3671"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HFM1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"HFM1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HFM1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"HFM1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"HFM1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"HFM1"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-29"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"IGKV2D-29"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-29"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"IGKV2D-29"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"IGKV2D-29"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"IGKV2D-29"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"peripheral blood mononuclear cell"	"EAF1-AS1"	"gene expression"	"up"	"none"	"3"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"2"	"277"	"EAF1-AS1"
