""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"IRF1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"IRF1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"HAPLN3"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"HAPLN3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"HAPLN3"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"HAPLN3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"HAPLN3"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"HAPLN3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP2"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP2"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP2"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP2"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP2"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP2"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP4"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP4"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP4"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP4"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP4"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP4"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"APOL6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"APOL6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"APOL6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"APOL6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"APOL6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"APOL6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"UBE2L6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"UBE2L6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"UBE2L6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"UBE2L6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"UBE2L6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"UBE2L6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"TRIM69"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"TRIM69"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"TRIM69"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"TRIM69"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"TRIM69"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"TRIM69"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP5"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP5"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP5"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP5"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP5"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"GBP5"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"PARP9"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"PARP9"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"PARP9"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"PARP9"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"PARP9"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"PARP9"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"FBXO6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"FBXO6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"FBXO6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"FBXO6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"FBXO6"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"FBXO6"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"INPP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"INPP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"INPP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"INPP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"INPP1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"INPP1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"EPSTI1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"EPSTI1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"EPSTI1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"EPSTI1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"EPSTI1"	"gene expression"	"up"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"472"	"EPSTI1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ZNF704"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ZNF704"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ZNF704"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ZNF704"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ZNF704"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ZNF704"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ANGPT1"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ANGPT1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ANGPT1"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ANGPT1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ANGPT1"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"ANGPT1"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SLC28A3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"SLC28A3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SLC28A3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"SLC28A3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SLC28A3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"SLC28A3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"NOTCH3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"NOTCH3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"NOTCH3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"NOTCH3"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"NOTCH3"	"gene expression"	"down"	""	"1"	"days"	"character(0)"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults (18-49)"	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"473"	"NOTCH3"
