""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IGHG1"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"IGHG1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IGHG3"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"IGHG3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"JCHAIN"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"IGJ"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IGLL1"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"IGLL1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IGLV2-14"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"IGLV2-14"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TNFRSF13B"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"TNFRSF13B"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TNFRSF17"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"TNFRSF17"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"HSP90B1"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"HSP90B1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PDIA6"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"PDIA6"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TXNDC5"	"gene expression"	"up"	"none"	"7"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"2"	"15"	"TXNDC5"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_15.txt"	"hipciof_gene_complete_24336226_15.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"up"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"3"	"16"	"OAS2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_16.txt"	"hipciof_gene_complete_24336226_16.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C3"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"C3"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C3AR1"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"C3AR1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1S"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"C1S"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFD"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"CFD"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"A2M"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CR1"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"CR1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TBC1D8"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"TBC1D8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"AIF1"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"AIF1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TLR4"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"TLR4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"IL6"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"ADAMTS20"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"ADAMTS20"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA16"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"IFNA16"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"FGF5"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"FGF5"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"TNR"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"ITGB4"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"ITGB4"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"COL8A1"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"COL8A1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA5"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"IFNA5"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"IFNA21"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"none"	"3"	"Days"	"Neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"4"	"17"	"PRL"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_17.txt"	"hipciof_gene_complete_24336226_17.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFB"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"CFB"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"CFH"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"C7"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"STAB1"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"STAB1"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"IL1A"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"IFNA7"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"IFNA10"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"MMP12"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"MMP12"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"IMPG2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"IFNA8"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"IFNA8"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"AMER2"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"5"	"18"	"FAM123A"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_18.txt"	"hipciof_gene_complete_24336226_18.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"6"	"19"	"C2"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
""	"20140401-hipciof_gene_24336226"	"2014.04.01"	"hipciof_gene_2"	"peripheral blood mononuclear cell"	"C1R"	"gene expression"	"down"	"anti-DT antibody-correlation profile"	"3"	"Days"	"Neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"6"	"19"	"C1R"	"VO_0010727"	"VO_0000071"	"hipciof_gene_24336226_19.txt"	"hipciof_gene_complete_24336226_19.txt"
