""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"FAM71B"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"FAM71B"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"RSRC1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"RSRC1"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"HERC5"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"HERC5"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"IFNA1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"IFNA1"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"SOBP"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"SOBP"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"NR4A2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"NR4A2"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"CD160"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"CD160"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"XCL1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"XCL1"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"CCAR2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"CCAR2"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"NEXN"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"NEXN"
""	"20130102-hipciof_gene_22949304"	"2013.01.02"	"hipciof_gene_21"	"peripheral blood mononuclear cell"	"TNK2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"Vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"1"	"142"	"TNK2"
