""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CRISP3"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"CRISP3"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"DEFA4"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"DEFA4"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"BPI"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"BPI"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"ABCA13"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"ABCA13"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CEACAM8"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"CEACAM8"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"DEFA1B"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"DEFA1B"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"LTF"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"LTF"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"MMP8"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"MMP8"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"OLR1"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"OLR1"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"RNASE3"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"RNASE3"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CAMP"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"CAMP"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"DNM1P46"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"DNM1P46"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"TCN1"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"TCN1"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"MS4A3"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"MS4A3"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"SLPI"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"SLPI"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CPA3"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"CPA3"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"TKTL1"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"TKTL1"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"ARG1"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"ARG1"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"FOLR3"	"gene expression"	"up"	"non-responders"	"0"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"2"	"425"	"FOLR3"	"hipciof_gene_29580160_425.txt"	"hipciof_gene_complete_29580160_425.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CEACAM1"	"gene expression"	"up"	"non-responders"	"3"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"4"	"427"	"CEACAM1"	"hipciof_gene_29580160_427.txt"	"hipciof_gene_complete_29580160_427.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"ANXA3"	"gene expression"	"up"	"non-responders"	"3"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"4"	"427"	"ANXA3"	"hipciof_gene_29580160_427.txt"	"hipciof_gene_complete_29580160_427.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"non-responders"	"3"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"4"	"427"	"IFNG"	"hipciof_gene_29580160_427.txt"	"hipciof_gene_complete_29580160_427.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"TAS2R46"	"gene expression"	"down"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"5"	"428"	"TAS2R46"	"hipciof_gene_29580160_428.txt"	"hipciof_gene_complete_29580160_428.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"BP1"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"BP1"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"TNF"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"TNFAIP6"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"IL23A"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"IL23A"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"KCNJ2-AS1"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"KCNJ2-AS1"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"CCL4"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CCL4L1"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"CCL4L1"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"KCNJ2"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"KCNJ2"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"F3"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"F3"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"BABAM2-AS1"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"BABAM2-AS1"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"ZC3H12C"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"ZC3H12C"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"KISS1R"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"GPR54"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"KMO"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"KMO"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"IRAK2"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"IRAK2"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"CXCL8"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"CXCL8"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"IL1RN"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"MIR3945HG"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"MIR3945HG"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
""	"20190424-hipciof_gene_29580160"	"2019.04.24"	"hipciof_gene_56"	"peripheral blood mononuclear cell"	"SERPINB2"	"gene expression"	"up"	"non-responders"	"7"	"days"	"Hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"6"	"429"	"SERPINB2"	"hipciof_gene_29580160_429.txt"	"hipciof_gene_complete_29580160_429.txt"
