""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"IDH3B"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"IDH3B"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"BDNF"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"BDNF"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"DPF1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"DPF1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"ACTRT1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"ACTRT1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"ATP1A3"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"ATP1A3"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"CRLF2"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"CRLF2"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"HRH1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"HRH1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"IRF3"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"IRF3"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"HOXB6"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"HOXB6"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"MEGF8"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"MEGF8"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"FKBP5"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"FKBP5"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"MEGF10"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"MEGF10"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"IGHMBP2"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"IGHMBP2"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"C1QTNF2"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"C1QTNF2"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SEPTIN5"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SEPT5"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"KCNJ10"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"KCNJ10"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SGCA"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SGCA"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"RFX5"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"RFX5"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"PRDM9"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"PRDM9"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"TBC1D21"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"TBC1D21"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"UBB"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"UBB"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SAP30"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SAP30"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"PTK6"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"PTK6"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"UBXN6"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"UBXN6"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"MED1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"MED1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"PSENEN"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"PSENEN"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"GFRA4"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"GFRA4"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"B4GALT3"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"B4GALT3"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SLC25A39"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SLC25A39"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"ATP6AP1L"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"ATP6AP1L"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"LSP1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"LSP1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"ZNF580"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"ZNF580"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"ART1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"ART1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"FGF23"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"FGF23"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SLC39A13"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SLC39A13"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"PMEPA1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"PMEPA1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"DDIT4"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"DDIT4"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"GUK1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"GUK1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"RELL1"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"RELL1"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"UBL4A"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"UBL4A"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"FCGR3A"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"FCGR3A"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"DNA2"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"DNA2"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
""	"20190321-hipciof_gene_29535712"	"2019.03.21"	"hipciof_gene_55"	"whole blood"	"SPRYD3"	"gene expression"	"down"	"none"	"6"	"hours"	"Human immunodeficiency virus"	""	"CN54gp140 adjuvanted with GLA-AF"	"VO_0004891"	""	"6hr-0hr"	"time of vaccination (first dose)"	"adults (18-45)"	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"1"	"412"	"SPRYD3"	"hipciof_gene_29535712_412.txt"	"hipciof_gene_complete_29535712_412.txt"
