""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"OR52N4"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"OR52N4"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"IL6"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"RFX8"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"RFX8"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"CHST7"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"CHST7"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"ITGB8"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"ITGB8"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"CYP1A1"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"CYP1A1"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"LIF"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"LIF"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"AK4"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"AK4"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"MSC"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"MSC"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
""	"hipc_gene_27529750_2"	"2016.01"	"hipc_gene_27529750_2"	"peripheral blood mononuclear cell"	"IL36RN"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"time of vaccination (first dose)"	"vaccinated vs unvaccinated"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"young adults (11-22)"	"27529750"	"2016"	"Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"201"	"IL36RN"	"14"	"hipc_gene_sig_27529750_2.txt"	"hipc_gene_sig_complete_27529750_2.txt"
