""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ACRBP"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ACRBP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ACSBG1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ACSBG1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ACVR1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ACVR1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ADD3"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ADD3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ADK"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ADK"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AGFG1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AGFG1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AHCTF1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AHCTF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AKAP11"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AKAP11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AKAP7"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AKAP7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ALG5"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ALG5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ALG6"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ALG6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ALOX12"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ALOX12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AMD1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AMD1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ANAPC10"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ANAPC10"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ANKRD12"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ANKRD12"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ANKRD13A"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ANKRD13A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ANKRD46"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ANKRD46"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ANTXR2"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ANTXR2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"AQP10"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"AQP10"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ARFIP1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ARFIP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ARL6IP5"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ARL6IP5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ARL8B"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ARL8B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ARPC5"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ARPC5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ASAP2"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ASAP2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ASB8"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ASB8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ATG5"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ATG5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ATP6V1G1"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ATP6V1G1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"ATP9A"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"ATP9A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"BAX"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"BAX"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
""	"hipc_gene_25596819_4"	"2015.01"	"hipc_gene_25596819_4"	"peripheral blood mononuclear cell"	"BAZ2B"	"gene expression"	"up"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"4"	"267"	"BAZ2B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_4.txt"	"hipc_gene_sig_complete_25596819_4.txt"
