""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"SNRNP200"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"SNRNP200"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"KARS1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"KARS"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"WDR1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"WDR1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"AP2B1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"AP2B1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"MLEC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"MLEC"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"TMEM59"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"TMEM59"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"CAP1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"CAP1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"MATR3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"MATR3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"GLUL"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"GLUL"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"UBE2D3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"UBE2D3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"GLO1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"GLO1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"UBE2L3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"UBE2L3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"KDELR2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"KDELR2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"PPP1CC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"PPP1CC"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"PTP4A1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"PTP4A1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"GNB1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"GNB1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"NUMA1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"NUMA1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"DPYSL2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"DPYSL2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"CTNNA1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"CTNNA1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"MAT2A"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"MAT2A"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"LAMC1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"LAMC1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"BZW1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"BZW1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"ECH1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"ECH1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"ODC1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"ODC1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"IQGAP1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"IQGAP1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"TMBIM6"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"TMBIM6"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"HSPD1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"HSPD1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"PAFAH1B1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"PAFAH1B1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"LAMP2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"LAMP2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"ZNF207"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"ZNF207"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
""	"hipc_gene_21743478_22"	"2011.07"	"hipc_gene_21743478_22"	"plasmacytoid dendritic cell"	"PSMD2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"young adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"22"	"296"	"PSMD2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_22.txt"	"hipc_gene_sig_complete_21743478_22.txt"
