""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"BCL6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"BCL6"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"AP1S2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"AP1S2"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"HLA-DQA1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HLA-DQA1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"HLA-F"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HLA-F"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"TLR7"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"RIN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"RIN2"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"IL4I1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"IL4I1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"PRKCD"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"PRKCD"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"CD86"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CD86"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"RGL1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"RGL1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"CD1D"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CD1D"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"METTL7A"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"METTL7A"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"CYP1B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CYP1B1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"GPAT3"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"GPAT3"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"FUT7"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"FUT7"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"SAMSN1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"SAMSN1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"CCN2"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CTGF"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"STAT4"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"HS3ST3B1"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"HS3ST3B1"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"TNFAIP6"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
""	"hipc_gene_24336226_10"	"2014.02"	"hipc_gene_24336226_10"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"negatively"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"10"	"24"	"CCL4"	"hipc_gene_sig_24336226_10.txt"	"hipc_gene_sig_complete_24336226_10.txt"
