""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"CD248"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"CD248"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"CSAD"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"CSAD"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"EP300"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"EP300"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"FCGBP"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"FCGBP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"GTPBP3"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"GTPBP3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"IQSEC1"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"IQSEC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"LOC100190986"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"LOC100190986"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"LINC01089"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"LINC01089"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"NPIPB15"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"NPIPB15"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"LRRN3"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"LRRN3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"NAA16"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"NARG1L"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"NPIPA1"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"NPIP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"NSUN5P1"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"NSUN5B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"PDE7A"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"PDE7A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"PPTC7"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"PPTC7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"RAI1"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"RAI1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"SNORD4A"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"SNORD4A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"SREBF1"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"SREBF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
""	"hipc_gene_25596819_11"	"2015.01"	"hipc_gene_25596819_11"	"peripheral blood mononuclear cell"	"TUT4"	"gene expression"	"up"	"none"	"0"	"Days"	"time of vaccination (first dose)"	"young adults vs seniors"	"2010, 2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30), seniors (70+)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults, seniors"	"21"	""	"years"	"11"	"274"	"ZCCHC11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_11.txt"	"hipc_gene_sig_complete_25596819_11.txt"
