""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"SNX13"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"SNX13"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ZNF791"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ZNF791"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ZFC3H1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ZFC3H1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"TCP11L2"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"TCP11L2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CHD2"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CHD2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ZNF24"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ZNF24"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CLDND1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CLDND1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"HERC3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"HERC3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"UHRF1BP1L"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"UHRF1BP1L"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"EIF4G3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"EIF4G3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"DENND4A"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"DENND4A"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"OSGIN2"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"OSGIN2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ZBTB44"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ZBTB44"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"PHF20L1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"PHF20L1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"PTBP2"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"PTBP2"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CNST"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CNST"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CASS4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CASS4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"SELENOI"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"EPT1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ARMC8"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ARMC8"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"PDXDC1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"PDXDC1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CCNL1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CCNL1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"OTUD5"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"OTUD5"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"AFF4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"AFF4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"CSNK1A1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"CSNK1A1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"RTN4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"RTN4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"ZNF451"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"ZNF451"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"KDM6B"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"KDM6B"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"GPRIN3"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"GPRIN3"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"EML4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"EML4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"PDCD4"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"PDCD4"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
""	"hipc_gene_21743478_5"	"2011.07"	"hipc_gene_21743478_5"	"peripheral blood mononuclear cell"	"TACC1"	"gene expression"	"down"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"2008"	"FluMist"	"VO_0000044"	""	"adults (18-50)"	"21743478"	"2011"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"adults"	"18"	"50"	"years"	"5"	"229"	"TACC1"	"influenza A virus (A/Brisbane/59/2007(H1N1))"	"influenza A virus (A/Brisbane/10/2007(H3N2))"	"influenza B virus (B/Florida/4/2006)"	"hipc_gene_sig_21743478_5.txt"	"hipc_gene_sig_complete_21743478_5.txt"
