""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"PTPRCAP"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"PTPRCAP"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"TNFRSF25"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"TNFRSF25"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"TRBV19"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"TRBV19"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD3D"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD3D"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"ZAP70"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"ZAP70"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"NUMA1"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"NUMA1"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"NOSIP"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"NOSIP"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"PRKCH"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"PRKCH"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"KLF2"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"KLF2"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"NACA"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"NACA"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"STMN3"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"STMN3"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"GSPT1"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"GSPT1"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"F11R"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"F11R"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"F2R"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"F2R"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"UBE3A"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"UBE3A"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"RHOH"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"RHOH"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"PPP2R5C"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"PPP2R5C"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"EIF3M"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"EIF3M"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"IFNA10"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"IFNA17"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"IFNA17"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD28"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD28"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD3E"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD3E"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD37"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD37"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD3G"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD3G"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"CD40"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"CD40"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"FASLG"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"FASLG"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"KLRK1"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"KLRK1"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"KLRC3"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"KLRC3"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"NKG7"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"NKG7"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"NKTR"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"NKTR"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"STAT3"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"STAT3"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"TNF"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"TRAF1"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"TRAF1"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
""	"hipc_gene_17349694_2"	"2007.05"	"hipc_gene_17349694_2"	"peripheral blood mononuclear cell"	"TRAF5"	"gene expression"	"down"	"none"	"14"	"Days"	"time of vaccination (first dose)"	"14d-0d"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"2"	"122"	"TRAF5"	"hipc_gene_sig_17349694_2.txt"	"hipc_gene_sig_complete_17349694_2.txt"
