""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"IL1RN"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"NTNG2"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"NTNG2"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"CSRNP1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"CSRNP1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"LGALS9"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"LGALS9"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"IRF9"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"IRF9"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"SHISA5"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"SHISA5"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"RNF31"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"RNF31"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"MYD88"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"MYD88"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"ASPRV1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"ASPRV1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"AP5B1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"AP5B1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"HK3"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"HK3"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"NAGA"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"NAGA"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"FCER1G"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"FCER1G"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"SIL1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"SIL1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"RNF135"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"RNF135"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"RIPK3"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"RIPK3"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"SIGLEC5"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"SIGLEC5"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"OGFR"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"OGFR"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"PRAM1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"PRAM1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"P2RX1"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"P2RX1"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"MYO1F"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"MYO1F"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"ANPEP"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"ANPEP"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
""	"hipc_gene_19047440_9"	"2008.12"	"hipc_gene_19047440_9"	"peripheral blood mononuclear cell"	"TMEM121B"	"gene expression"	"up"	"none"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"yellow fever virus 17D"	""	"YF-Vax; Stamaril"	""	"unknown"	"19047440"	"2008"	"Supplemental Document 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/19047440"	""	""	""	""	"9"	"38"	"CECR6"	"VO_0000121"	"VO_0003139"	"hipc_gene_sig_19047440_9.txt"	"hipc_gene_sig_complete_19047440_9.txt"
